#,Full Name,FullTeamName,Pos.,Ht.,Year,Hometown,userteam,FantasyPts_sum,FantasyPts_mean,rank_pos,rank_global,GP,MIN_mean,PTS_mean,REB_mean,AST_mean,STL_mean,BLK_mean,3PM_mean,3PA_mean,FTM_mean,TO_mean,FGM_mean,FGA_mean,OREB_sum,OREB_mean,DREB_sum,DREB_mean,MIN_sum,PTS_sum,REB_sum,AST_sum,STL_sum,BLK_sum,TO_sum,FGM_sum,FGA_sum,3PM_sum,3PA_sum,FTM_sum,FTA_sum,FTA_mean,Previous School,clean_name,Player,Team_prev,Previous Conf,Team,NewTeam,NewConf,ImageURL
22,Rhyan Mogel,Portland Pilots,G,5-10,Jr.,"Happy Valley, OR",UserTeam5,30.0,30.0,9.0,12.0,1.0,13.0,8.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,3.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Clackamas HS,rhyan mogel,Rhyan Mogel,Portland,WCC,portland,0,0,https://portlandpilots.com/images/2025/10/15/Mogel_Rhyan26web.JPG?width=80&quality=90
7,Nevaeh Ferrara Horne,San Francisco Dons,F,6-2,Jr.,"Regina, Saskatchewan, Canada",UserTeam2,0.0,0.0,32.0,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Dakota,nevaeh ferrara horne,Nevaeh Ferrara Horne,North Dakota,Summit,usf,San Francisco,WCC,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/7_Nevaeh_Ferrera_Horne_Headshot.jpg?width=80&quality=90
3,Jenna Villa,Oregon State Beavers,G,6-1,Jr.,"Arlington, WA",UserTeam2,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,jenna villa,Jenna Villa,Washington State,WCC,osu,0,0,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2025%2F5%2F12%2F25WBB_Recruit_Jenna_Villa_0009.jpg&width=603&height=803&gravity=north&type=webp
0,Jada Hunter,Saint Mary's Gaels,G,5-10,Jr.,"Vallejo, CA",UserTeam1,20.0,20.0,20.0,30.0,1.0,24.0,9.0,5.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,2.0,4.0,0.0,0.0,5.0,5.0,24.0,9.0,5.0,0.0,2.0,0.0,1.0,2.0,4.0,0.0,0.0,5.0,6.0,6.0,Laney College,jada hunter,Jada Hunter,St. Mary's (CA),WCC,smc,0,0,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/5/Jada_Hunter.png?width=80&quality=90
5,Carly Heidger,Loyola Marymount Lions,G,6-3,Sr.,"Dacula, GA",UserTeam3,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Samford,carly heidger,Carly Heidger,Loyola Marymount,WCC,lmu,0,0,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Carly_Heidger.jpg?width=80&quality=90
13,Ava Schmidt,Santa Clara Broncos,F,6-2,Jr.,"Sammamish, WA",UserTeam2,0.0,0.0,32.0,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ava schmidt,Ava Schmidt,Northern Ariz.,Big Sky,santa clara,Santa Clara,WCC,https://santaclarabroncos.com/images/2025/9/18/schmidt_avaDJR13235.JPG?width=80&quality=90
25,Lauren Glazier,Washington State Cougars,F,6-4,Sr.,"North Bend, Wash.",UserTeam1,0.0,0.0,32.0,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mount Si HS,lauren glazier,Lauren Glazier,Pacific,WCC,wsu,0,0,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Glazier__Lauren.png?width=80&quality=90
31,Irune Orio,Pepperdine Waves,F,6-2,Sr.,"Balmaseda, Spain",UserTeam1,24.0,24.0,5.0,23.5,1.0,18.0,6.0,2.0,5.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,18.0,6.0,2.0,5.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,Sacramento State / Xavier,irune orio,Irune Orio,Xavier,Big East,pepperdine,Pepperdine,WCC,https://daitadul56i2n.cloudfront.net/images/2025/9/26/31_irune.jpg?width=80&quality=90
20,Lainey Spear,Portland Pilots,F,6-2,Jr.,"Portland, OR",UserTeam1,35.0,35.0,3.0,7.0,1.0,14.0,9.0,6.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,3.0,3.0,3.0,3.0,14.0,9.0,6.0,3.0,2.0,0.0,0.0,4.0,5.0,0.0,0.0,1.0,2.0,2.0,Beaverton HS,lainey spear,Lainey Spear,Portland,WCC,portland,0,0,https://portlandpilots.com/images/2025/10/15/Spear_Lainey26web.JPG?width=80&quality=90
7,Edie Clarke,Saint Mary's Gaels,F,6-4,So.,"Melbourne, Australia",UserTeam2,9.0,9.0,10.5,49.0,1.0,25.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,5.0,1.0,5.0,0.0,0.0,1.0,1.0,25.0,4.0,1.0,2.0,2.0,1.0,5.0,1.0,5.0,0.0,1.0,2.0,2.0,2.0,0,edie clarke,Edie Clarke,St. Mary's (CA),WCC,smc,0,0,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/5/Edie_Clarke.png?width=80&quality=90
24,Teryn Gardner,Gonzaga Bulldogs,G,5-10,So.,"Spokane, WA",UserTeam1,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boise State,teryn gardner,Teryn Gardner,Boise St.,MWC,gonzaga,Gonzaga,WCC,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/teryn_gardner-7278.JPG?width=80&quality=90
11,Alana Goodchild,Santa Clara Broncos,F,6-2,Sr.,"Sydney, Australia",UserTeam1,7.0,7.0,12.0,51.0,1.0,13.0,8.0,5.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,6.0,3.0,3.0,2.0,2.0,13.0,8.0,5.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,3.0,4.0,6.0,6.0,0,alana goodchild,Alana Goodchild,Santa Clara,WCC,santa clara,0,0,https://santaclarabroncos.com/images/2025/9/18/goodchild_alannaDJR13217.JPG?width=80&quality=90
3,Mauriana Hashemian-Orr,Saint Mary's Gaels,G,5-7,So.,"Portland, OR",UserTeam2,25.0,25.0,15.5,20.5,1.0,27.0,12.0,4.0,1.0,2.0,0.0,0.0,0.0,4.0,3.0,4.0,5.0,1.0,1.0,3.0,3.0,27.0,12.0,4.0,1.0,2.0,0.0,3.0,4.0,5.0,0.0,0.0,4.0,4.0,4.0,0,mauriana hashemian-orr,Mauriana Hashemian-Orr,St. Mary's (CA),WCC,smc,0,0,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/17/MHO.jpg?width=80&quality=90
15,Nyah Lowery,Pacific Tigers,G,5-11,Jr.,"Sacramento, CA",UserTeam2,16.0,16.0,24.0,38.5,1.0,15.0,8.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,Saint Mary's,nyah lowery,Nyah Lowery,Pacific,WCC,pacific,0,0,https://pacifictigers.com/images/2025/10/20/Nyah_Lowery.png?width=80&quality=90
4,Ally Schimel,Oregon State Beavers,G,5-10,So.,"Corbett, OR",UserTeam3,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ally schimel,Ally Schimel,Oregon State,WCC,osu,0,0,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-6.jpg&width=603&height=803&gravity=north&type=webp
22,McKynnlie Dalan,Gonzaga Bulldogs,F,6-0,Jr.,"Montesano, WA",UserTeam3,0.0,0.0,32.0,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Minnesota,mckynnlie dalan,McKynnlie Dalan,Gonzaga,WCC,gonzaga,0,0,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/mckynnlie_dalan.JPG?width=80&quality=90
12,Marta Alsina,Washington State Cougars,G,5-11,So.,"Barcelona, Spain",UserTeam4,37.0,37.0,2.5,3.5,1.0,31.0,12.0,5.0,1.0,3.0,2.0,2.0,4.0,0.0,2.0,5.0,7.0,0.0,0.0,5.0,5.0,31.0,12.0,5.0,1.0,3.0,2.0,2.0,5.0,7.0,2.0,4.0,0.0,0.0,0.0,Institut Joaquim Blume,marta alsina,Marta Alsina,Washington State,WCC,wsu,0,0,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Alsina__Marta.png?width=80&quality=90
10,Charlotte Abraham,Washington State Cougars,G,6-0,So.,"Cambrai, France",UserTeam4,17.0,17.0,23.0,37.0,1.0,21.0,10.0,7.0,3.0,1.0,0.0,0.0,3.0,6.0,3.0,2.0,6.0,1.0,1.0,6.0,6.0,21.0,10.0,7.0,3.0,1.0,0.0,3.0,2.0,6.0,0.0,3.0,6.0,8.0,8.0,Lycee Marguerite de Flandre,charlotte abraham,Charlotte Abraham,Washington State,WCC,wsu,0,0,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Abraham__Charlotte.png?width=80&quality=90
1,Taija Sta. Maria,Pepperdine Waves,G,5-6,Jr.,"Toronto, Ontario, Canada",UserTeam4,22.0,22.0,18.0,25.0,1.0,34.0,6.0,2.0,7.0,1.0,0.0,1.0,1.0,3.0,5.0,1.0,4.0,0.0,0.0,2.0,2.0,34.0,6.0,2.0,7.0,1.0,0.0,5.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,Fresno State,taija sta. maria,Taija Sta. Maria,Fresno St.,MWC,pepperdine,Pepperdine,WCC,https://daitadul56i2n.cloudfront.net/images/2025/9/26/1_taija.jpg?width=80&quality=90
54,Zawadi Ogot,Loyola Marymount Lions,G,5-11,So.,"Upland, CA",UserTeam5,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,zawadi ogot,Zawadi Ogot,Loyola Marymount,WCC,lmu,0,0,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Zawadi_Ogot.jpg?width=80&quality=90
6,Andjela Bigovic,Seattle U Redhawks,F,6-5,Graduate Student,"Herceg Novi, Montenegro",UserTeam5,3.0,3.0,14.5,59.0,1.0,17.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,17.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,Cochise College / Tarleton State,andjela bigovic,Andjela Bigovic,Tarleton St.,WCC,seattle,Seattle U,WCC,https://goseattleu.com/imgproxy/ds2UsutAxUfSsMMBunNd2IIBY9_GXOiNYonQM8yQQzA/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS9EbzRuSnI2WWtHcW1uOGx1Y2xaY1RrV004Y0pzN0EySldpczdPbUYxLnBuZw.png
4,Allison Clarke,Loyola Marymount Lions,G,5-11,So.,"Anaheim, CA",UserTeam5,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,allison clarke,Allison Clarke,Loyola Marymount,WCC,lmu,0,0,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Allison_Clarke.jpg?width=80&quality=90
21,Daria Nestorov,Pacific Tigers,G,5-4,So.,"Zrenjanin, Serbia",UserTeam6,27.0,27.0,12.5,15.5,1.0,28.0,15.0,6.0,3.0,0.0,0.0,4.0,6.0,1.0,4.0,5.0,7.0,0.0,0.0,6.0,6.0,28.0,15.0,6.0,3.0,0.0,0.0,4.0,5.0,7.0,4.0,6.0,1.0,2.0,2.0,Gymnasium Kraljevo,daria nestorov,Daria Nestorov,Pacific,WCC,pacific,0,0,https://pacifictigers.com/images/2025/10/20/Daria_Nestorov.png?width=80&quality=90
13,Meghan Fiso,Pepperdine Waves,G,5-10,Gr.,"Seattle, WA",UserTeam6,27.0,27.0,12.5,15.5,1.0,23.0,13.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,4.0,6.0,9.0,0.0,0.0,4.0,4.0,23.0,13.0,4.0,2.0,1.0,2.0,4.0,6.0,9.0,0.0,2.0,1.0,1.0,1.0,San Diego State,meghan fiso,Meghan Fiso,San Diego St.,MWC,pepperdine,Pepperdine,WCC,https://daitadul56i2n.cloudfront.net/images/2025/9/26/13_meghan.jpg?width=80&quality=90
2,Dyani Ananiev,Portland Pilots,G,6-2,R-So.,"St. Andrews, Australia",UserTeam6,37.0,37.0,2.5,3.5,1.0,16.0,10.0,2.0,3.0,3.0,1.0,2.0,4.0,0.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,16.0,10.0,2.0,3.0,3.0,1.0,1.0,4.0,6.0,2.0,4.0,0.0,0.0,0.0,Wyndham,dyani ananiev,Dyani Ananiev,Portland,WCC,portland,0,0,https://portlandpilots.com/images/2025/10/15/Ananiev_Dyani26web.JPG?width=80&quality=90
22,Melesungu Afeaki,Saint Mary's Gaels,F,6-2,Sr.,"San Bruno, CA",FreeAgent,2.0,2.0,16.0,61.5,1.0,11.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,11.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,University of San Diego,melesungu afeaki,Melesungu Afeaki,St. Mary's (CA),WCC,smc,0,0,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/5/Melesungu_Afeaki.png?width=80&quality=90
22,Alia Matavao,Loyola Marymount Lions,F,6-0,Jr.,"Las Vegas, NV",FreeAgent,0.0,0.0,32.0,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYU,alia matavao,Alia Matavao,Loyola Marymount,WCC,lmu,0,0,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Ali_a_Matavao.jpg?width=80&quality=90
4,Charlece Ohiaeri,Saint Mary's Gaels,G,6-1,Jr.,"Las Vegas, NV",FreeAgent,14.0,14.0,26.5,42.0,1.0,25.0,2.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,2.0,25.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,Depaul,charlece ohiaeri,Charlece Ohiaeri,DePaul,Big East,smc,Saint Mary's (CA),WCC,https://duq7p5k7s6jsa.cloudfront.net/images/2025/7/8/Charlece_Ohiaeri_Summer_Headshot.png?width=80&quality=90
42,Ella Zimmerman,Portland Pilots,F/C,6-4,So.,"Redondo Beach, CA",FreeAgent,20.0,20.0,1.0,30.0,1.0,16.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,3.0,3.0,16.0,8.0,3.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Redondo Union HS,ella zimmerman,Ella Zimmerman,Portland,WCC,portland,0,0,https://portlandpilots.com/images/2025/10/15/Zimmerman_Ella26web.JPG?width=80&quality=90
2,Amy Kurkowski,Saint Mary's Gaels,G,6-1,So.,"Melbourne, Australia",FreeAgent,4.0,4.0,36.5,56.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,amy kurkowski,Amy Kurkowski,St. Mary's (CA),WCC,smc,0,0,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/5/Amy_Kurkowski.png?width=80&quality=90
10,Natalie Fraley,Portland Pilots,G,6-0,Sr.,"Kelso, WA",FreeAgent,28.0,28.0,11.0,14.0,1.0,19.0,9.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,5.0,0.0,0.0,3.0,3.0,19.0,9.0,3.0,4.0,2.0,1.0,4.0,3.0,5.0,1.0,3.0,2.0,2.0,2.0,Utah State / Kelso HS,natalie fraley,Natalie Fraley,Portland,WCC,portland,0,0,https://portlandpilots.com/images/2025/10/15/Fraley_Natalie26web.JPG?width=80&quality=90
24,Sol Castro,San Francisco Dons,F,6-1,Gr.,"Rio Colorado, Argentina",FreeAgent,0.0,0.0,32.0,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Robert Morris,sol castro,Sol Castro,San Francisco,WCC,usf,0,0,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/24_Sol_Castro_Headshot.jpg?width=80&quality=90
31,Cloe Vecina,Oregon State Beavers,G,5-8,So.,"Vigo, Spain",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,cloe vecina,Cloe Vecina,Oregon State,WCC,osu,0,0,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-5.jpg&width=603&height=803&gravity=north&type=webp
12,Christabel Osarobo,Gonzaga Bulldogs,G,5-11,So.,"Tudela, Spain",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ipswich Basketball Academy,christabel osarobo,Christabel Osarobo,Gonzaga,WCC,gonzaga,0,0,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/christabel_osarobo-7880-3.JPG?width=80&quality=90
33,Ella Wedin,Saint Mary's Gaels,G,6-1,R-So.,"Happy Valley, OR",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LMU,ella wedin,Ella Wedin,St. Mary's (CA),WCC,smc,0,0,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/5/Ella_Wedin.png?width=80&quality=90
2,Ellison Guiney,Pepperdine Waves,G,5-11,So.,"Goodyear, AZ",FreeAgent,26.0,26.0,14.0,17.5,1.0,28.0,14.0,4.0,3.0,2.0,0.0,2.0,6.0,4.0,3.0,4.0,8.0,1.0,1.0,3.0,3.0,28.0,14.0,4.0,3.0,2.0,0.0,3.0,4.0,8.0,2.0,6.0,4.0,6.0,6.0,UNLV,ellison guiney,Ellison Guiney,UNLV,MWC,pepperdine,Pepperdine,WCC,https://daitadul56i2n.cloudfront.net/images/2025/9/26/2_guiney.jpg?width=80&quality=90
32,Tyla Fautua,Pacific Tigers,F,6-0,So.,"Brisbane, Australia",FreeAgent,3.0,3.0,14.5,59.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southern Districts Spartans,tyla fautua,Tyla Fautua,Pacific,WCC,pacific,0,0,https://pacifictigers.com/images/2025/10/20/Tyla_Fautua.png?width=80&quality=90
